2023-05-26 21:54:26:未知错误
2023-05-26 21:54:29:未知错误
2023-05-26 21:54:33:未知错误
2023-05-26 21:54:38:未知错误
2023-05-26 21:54:41:未知错误
2023-05-26 21:54:44:未知错误
2023-05-26 21:54:47:未知错误
2023-05-26 21:54:50:未知错误
2023-05-26 21:54:53:未知错误
2023-05-26 21:54:56:未知错误
2023-05-26 21:54:59:未知错误
2023-05-26 21:55:02:未知错误
2023-05-26 21:55:05:未知错误
2023-05-26 21:55:08:未知错误
2023-05-26 21:55:11:未知错误
2023-05-26 21:55:14:未知错误
2023-05-26 22:36:42:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:36:45:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:36:48:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:36:51:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:36:54:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:36:57:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:00:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:03:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:06:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:09:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:12:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:15:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:18:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:21:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:24:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:27:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:30:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:33:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:36:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:39:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:42:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:45:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:48:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:51:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:54:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:37:57:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:00:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:03:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:06:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:09:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:12:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:15:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:18:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:21:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:24:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:27:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:30:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:33:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:36:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:39:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:42:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:45:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:48:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:51:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:54:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:38:57:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:39:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:40:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:41:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:42:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:43:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:44:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:45:45:连接失败：无法访问已释放的对象。
对象名:“System.Net.Sockets.Socket”。
2023-05-26 22:45:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:37:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:40:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:43:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:46:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:49:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:52:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:55:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:46:58:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:01:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:04:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:31:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:34:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:47:57:连接失败：无法访问已释放的对象。
对象名:“System.Net.Sockets.Socket”。
2023-05-26 22:48:07:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:10:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:13:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:16:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:19:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:22:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:25:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:28:连接失败：套接字操作尝试一个无法连接的主机。 192.168.1.198:5001
2023-05-26 22:48:51:连接失败：无法访问已释放的对象。
对象名:“System.Net.Sockets.Socket”。
2023-05-26 22:49:09:未知错误
2023-05-26 22:49:22:未知错误
2023-05-26 22:49:35:未知错误
2023-05-26 22:49:48:未知错误
2023-05-26 22:50:01:未知错误
2023-05-26 22:50:14:未知错误
2023-05-26 22:50:27:未知错误
2023-05-26 22:50:40:未知错误
2023-05-26 22:50:53:未知错误
2023-05-26 22:51:06:未知错误
2023-05-26 22:51:19:未知错误
2023-05-26 22:51:32:未知错误
2023-05-26 22:51:45:未知错误
2023-05-26 22:51:58:未知错误
2023-05-26 22:52:11:未知错误
2023-05-26 22:52:24:未知错误
2023-05-26 22:52:37:未知错误
2023-05-26 22:52:50:未知错误
2023-05-26 22:53:03:未知错误
2023-05-26 22:53:16:未知错误
2023-05-26 22:53:29:未知错误
2023-05-26 22:53:42:未知错误
2023-05-26 22:53:55:未知错误
2023-05-26 22:54:08:未知错误
2023-05-26 22:54:21:未知错误
2023-05-26 22:54:34:未知错误
2023-05-26 22:54:47:未知错误
2023-05-26 22:55:00:未知错误
2023-05-26 22:55:13:未知错误
2023-05-26 22:55:26:未知错误
2023-05-26 22:55:40:未知错误
2023-05-26 22:55:53:未知错误
2023-05-26 22:56:06:未知错误
2023-05-26 22:56:19:未知错误
2023-05-26 22:56:32:未知错误
2023-05-26 22:56:45:未知错误
2023-05-26 22:56:48:未知错误
2023-05-26 22:56:51:未知错误
2023-05-26 22:56:54:未知错误
2023-05-26 22:56:57:未知错误
2023-05-26 22:57:00:未知错误
2023-05-26 22:57:03:未知错误
2023-05-26 22:57:06:未知错误
2023-05-26 22:57:09:未知错误
2023-05-26 22:57:12:未知错误
2023-05-26 22:57:15:未知错误
2023-05-26 22:57:18:未知错误
2023-05-26 22:57:21:未知错误
2023-05-26 22:57:24:未知错误
2023-05-26 22:57:27:未知错误
2023-05-26 22:57:30:未知错误
2023-05-26 22:57:33:未知错误
2023-05-26 22:57:36:未知错误
2023-05-26 22:57:39:未知错误
2023-05-26 22:57:42:未知错误
2023-05-26 22:57:45:未知错误
2023-05-26 22:57:48:未知错误
2023-05-26 22:57:51:未知错误
2023-05-26 22:57:54:未知错误
2023-05-26 22:57:57:未知错误
2023-05-26 22:58:00:未知错误
2023-05-26 22:58:03:未知错误
2023-05-26 22:58:06:未知错误
2023-05-26 22:58:09:未知错误
2023-05-26 22:58:12:未知错误
2023-05-26 22:58:15:未知错误
2023-05-26 22:58:18:未知错误
2023-05-26 22:58:21:未知错误
2023-05-26 22:58:24:未知错误
2023-05-26 22:58:27:未知错误
2023-05-26 22:58:30:未知错误
2023-05-26 22:58:33:未知错误
2023-05-26 22:58:36:未知错误
2023-05-26 22:58:39:未知错误
2023-05-26 22:58:42:未知错误
2023-05-26 22:58:45:未知错误
2023-05-26 22:58:48:未知错误
2023-05-26 22:58:51:未知错误
2023-05-26 22:58:54:未知错误
2023-05-26 22:58:57:未知错误
2023-05-26 22:59:00:未知错误
2023-05-26 22:59:03:未知错误
2023-05-26 22:59:06:未知错误
2023-05-26 22:59:09:未知错误
2023-05-26 22:59:12:未知错误
2023-05-26 22:59:15:未知错误
2023-05-26 22:59:18:未知错误
2023-05-26 22:59:21:未知错误
2023-05-26 22:59:24:未知错误
2023-05-26 22:59:27:未知错误
2023-05-26 22:59:30:未知错误
2023-05-26 22:59:33:未知错误
2023-05-26 22:59:36:未知错误
2023-05-26 22:59:39:未知错误
2023-05-26 22:59:42:未知错误
2023-05-26 22:59:45:未知错误
2023-05-26 22:59:48:未知错误
2023-05-26 22:59:51:未知错误
2023-05-26 22:59:54:未知错误
2023-05-26 22:59:57:未知错误
2023-05-26 23:00:00:未知错误
2023-05-26 23:00:03:未知错误
2023-05-26 23:00:06:未知错误
2023-05-26 23:00:09:未知错误
2023-05-26 23:00:12:未知错误
2023-05-26 23:00:15:未知错误
2023-05-26 23:00:18:未知错误
2023-05-26 23:00:21:未知错误
2023-05-26 23:00:24:未知错误
2023-05-26 23:00:27:未知错误
2023-05-26 23:00:30:未知错误
2023-05-26 23:00:33:未知错误
2023-05-26 23:00:36:未知错误
2023-05-26 23:00:39:未知错误
2023-05-26 23:00:42:未知错误
2023-05-26 23:00:45:未知错误
2023-05-26 23:00:48:未知错误
2023-05-26 23:00:51:未知错误
2023-05-26 23:00:54:未知错误
2023-05-26 23:00:57:未知错误
2023-05-26 23:01:00:未知错误
2023-05-26 23:01:03:未知错误
2023-05-26 23:01:07:未知错误
2023-05-26 23:01:10:未知错误
2023-05-26 23:01:13:未知错误
2023-05-26 23:01:16:未知错误
2023-05-26 23:01:19:未知错误
2023-05-26 23:01:22:未知错误
2023-05-26 23:01:25:未知错误
2023-05-26 23:01:28:未知错误
2023-05-26 23:01:31:未知错误
2023-05-26 23:01:34:未知错误
2023-05-26 23:01:37:未知错误
2023-05-26 23:01:40:未知错误
2023-05-26 23:01:43:未知错误
2023-05-26 23:01:46:未知错误
2023-05-26 23:01:49:未知错误
2023-05-26 23:01:52:未知错误
2023-05-26 23:01:55:未知错误
2023-05-26 23:01:58:未知错误
2023-05-26 23:02:01:未知错误
2023-05-26 23:02:04:未知错误
2023-05-26 23:02:07:未知错误
2023-05-26 23:02:10:未知错误
2023-05-26 23:02:13:未知错误
2023-05-26 23:02:16:未知错误
2023-05-26 23:02:19:未知错误
2023-05-26 23:02:22:未知错误
2023-05-26 23:02:25:未知错误
2023-05-26 23:02:28:未知错误
2023-05-26 23:02:31:未知错误
2023-05-26 23:02:34:未知错误
2023-05-26 23:02:37:未知错误
2023-05-26 23:02:40:未知错误
2023-05-26 23:02:43:未知错误
2023-05-26 23:02:46:未知错误
2023-05-26 23:02:49:未知错误
2023-05-26 23:02:52:未知错误
2023-05-26 23:02:55:未知错误
2023-05-26 23:02:58:未知错误
2023-05-26 23:03:01:未知错误
2023-05-26 23:03:04:未知错误
2023-05-26 23:03:07:未知错误
2023-05-26 23:03:10:未知错误
2023-05-26 23:03:13:未知错误
2023-05-26 23:03:16:未知错误
2023-05-26 23:03:19:未知错误
2023-05-26 23:03:22:未知错误
2023-05-26 23:03:25:未知错误
2023-05-26 23:03:28:未知错误
2023-05-26 23:03:31:未知错误
2023-05-26 23:03:34:未知错误
2023-05-26 23:03:37:未知错误
2023-05-26 23:03:40:未知错误
